order	lemma	pos	verdict	fix	why	gloss
1670	stipendija	NOUN	ok			стипендия
1672	hobi	NOUN	ok			хобби, увлечение
1676	resurs	NOUN	ok			ресурс (аналогично русскому слову), средство
1681	vaza	NOUN	ok			ваза (аналогично русскому слову)
1684	metro	NOUN	ok			метро (аналогично русскому слову)
1685	indijski	ADJ	ok			индийский
1688	napitak	NOUN	ok			напиток
1692	perika	NOUN	ok			парик
1693	komitet	NOUN	ok			комитет
1694	papirologija	NOUN	drop_rare	papirologija — previše specijalizirano za početnike		папирология
1697	tenis	NOUN	ok			теннис
1698	popust	NOUN	ok			скидка
1699	rezerva	NOUN	ok			резерв
1704	manastir	NOUN	ok			религ. монастырь
1708	filozofija	NOUN	ok			философия
1709	senat	NOUN	ok			сенат
1711	delfin	NOUN	ok			зоол. ихтиол. дельфин
1713	zvon	NOUN	ok			звон
1715	pero	NOUN	ok			перо (аналогично русскому слову); ручка (для письма)
1717	želudac	NOUN	ok			анат. желудок
1718	kum	NOUN	ok			кум (аналог русскому слову в знач. I)
1721	kupati	VERB	ok			купать
1722	telegram	NOUN	ok			телеграмма
1723	rezervoar	NOUN	ok			водохранилище
1725	prorok	NOUN	ok			религ. (также перен.) пророк (аналогично русскому слову)
1726	ambicija	NOUN	ok			амбиция, самолюбие
1727	vagon	NOUN	ok			вагон (аналогично русскому слову)
1730	disciplina	NOUN	ok			дисциплина, дисциплинированность
1731	anoniman	ADJ	ok			анонимный
1734	pirat	NOUN	ok			пират (аналогично русскому слову)
1735	kategorija	NOUN	ok			категория
1739	zaseda	NOUN	ok			засада
1741	mesečno	ADV	ok			ежемесячно
1742	ruda	NOUN	ok			руда (аналогично русскому слову) (с иным ударением)
1744	pat	NOUN	gloss	pat (šahovski termin)	толкование неполное, нужен контекст шахмат	пат
1747	rukav	NOUN	ok			рукав [1]
1750	autoritet	NOUN	ok			авторитет
1751	srebro	NOUN	ok			хим. серебро
1752	gora	NOUN	ok			гора (аналогично русскому слову); лес
1754	apetit	NOUN	ok			аппетит
1755	glasan	ADJ	gloss	звучный, громкий	толкование неточно передаёт основное значение	шумный, звучный
1756	demokratija	NOUN	ok			демократия
1757	dobrovoljac	NOUN	ok			доброволец
1759	kontinent	NOUN	ok			континент, материк
1760	starost	NOUN	ok			старость
1761	trezan	ADJ	ok			трезвый
1763	hrišćanin	NOUN	ok			христианин
1764	pingvin	NOUN	ok			орнитол. пингвин (Spheniscidae)
1766	dijeta	NOUN	ok			диета
1768	orkestar	NOUN	ok			муз. оркестр
1769	pidžama	NOUN	ok			пижама
1776	kružiti	VERB	ok			кружить, обращаться
1778	garancija	NOUN	ok			гарантия
1785	januar	NOUN	ok			январь
1788	nervni	ADJ	ok			нервный
1789	dijagnoza	NOUN	ok			диагноз
1790	oltar	NOUN	ok			алтарь
1791	šal	NOUN	ok			шаль; шарф
1792	era	NOUN	ok			эра (начало летоисчисления); геол. эра (в истории земли)
1793	grom	NOUN	ok			метеорол. гром (аналогично русскому слову)
1794	porno	ADV	drop_grammar	—	наречие	порно
1795	grofica	NOUN	drop_name	—	графиня как фамилия, нарицательное значение есть, но в словаре только фамилия	графиня
1799	evolucija	NOUN	ok			эволюция
1801	potok	NOUN	ok			поток (аналогично русскому слову); ручей
1802	blokada	NOUN	ok			блокада
1804	plod	NOUN	ok			ботан. плод (репродуктивный о́рган растения); плод (съедобная часть растения)
1805	siroče	NOUN	ok			сирота
1808	komedija	NOUN	ok			комедия
1811	realan	ADJ	ok			реальный
1812	oštrica	NOUN	ok			остриё
1814	govedina	NOUN	ok			говядина
1815	arterija	NOUN	ok			анат. артерия
1816	veseo	ADJ	gloss	весёлый, радостный	veseo — правильно, но толкование неполное	весёлый
1817	piramida	NOUN	ok			пирамида (аналогично русскому слову)
1819	moral	NOUN	ok			мораль
1821	marihuana	NOUN	drop_rare	—	узкоспециальный термин наркотика	марихуана
1822	peške	ADV	ok			пешком
1824	cista	NOUN	ok			биол. циста
1826	hipoteka	NOUN	ok			ипотека
1827	molba	NOUN	gloss	просьба, мольба	правильно, но порядок слов в толковании странный	мольба, просьба, прошение
1829	bakterija	NOUN	ok			биол. бактерия
1830	uporno	ADV	ok			упорно, усиленно
1836	vagina	NOUN	ok			анат. вагина (аналогично русскому слову), влагалище
1837	kalendar	NOUN	ok			календарь
1838	jahta	NOUN	ok			яхта
1840	hokej	NOUN	ok			хоккей
1842	železnica	NOUN	ok			железная дорога
1844	muzičar	NOUN	ok			музыкант
1847	imenovati	VERB	ok			именовать
1848	vilica	NOUN	gloss	челюсть; вилка	оба значения верны, толкование правильное	анат. челюсть; вилка
1852	ris	NOUN	ok			зоол. рысь (Lynx (lynx) L.)
1855	globalan	ADJ	ok			мировой, глобальный
1857	as	NOUN	gloss	ас, туз	в карточных играх туз, в общем смысле ас	разг. кол, единица; ас
1858	pečat	NOUN	ok			печать
1862	večernji	ADJ	ok			вечерний
1867	autogram	NOUN	ok			автограф
1868	besmislica	NOUN	ok			абракадабра, абсурд, бессмыслица
1869	kanjon	NOUN	ok			каньон
1870	investicija	NOUN	ok			инвестиция
1872	piknik	NOUN	ok			пикник
1873	gangster	NOUN	ok			бандит, гангстер
1874	autor	NOUN	ok			автор
1875	februar	NOUN	ok			февраль
1878	proročanstvo	NOUN	ok			пророчество
1881	bankar	NOUN	ok			банкир
1882	zavisnost	NOUN	ok			зависимость
1884	hemija	NOUN	ok			химия
1889	psihologija	NOUN	ok			психология
1890	fraza	NOUN	ok			фраза
1891	imperija	NOUN	ok			истор. империя
1893	perspektiva	NOUN	ok			перспектива
1900	norma	NOUN	ok			норма (аналогично русскому слову)
1901	organizam	NOUN	ok			организм
1903	alternativa	NOUN	ok			альтернатива
1904	cifra	NOUN	ok			цифра
1905	telohranitelj	NOUN	ok			телохранитель
1907	fenomenalno	ADV	ok			феноменально
1912	portret	NOUN	ok			портрет (аналогично русскому слову)
1913	kalibar	NOUN	ok			калибр
1915	balkon	NOUN	ok			балкон
1916	balet	NOUN	ok			балет
1917	potomak	NOUN	ok			потомок
1919	vlakno	NOUN	ok			волокно
1920	monitor	NOUN	ok			монитор (аналогично русскому слову)
1921	platno	ADV	ok			полотно (ткань)
1922	vidljiv	ADJ	ok			видимый
1923	psiholog	NOUN	ok			психолог
1924	profesija	NOUN	ok			профессия
1926	dostojan	ADJ	ok			достойный
1927	židov	NOUN	gloss	еврей	жид — устаревший и оскорбительный термин, правильнее еврей	жид
1928	lizati	VERB	ok			лизать
1929	koncept	NOUN	gloss	концепция, идея	концепт — философский термин, но в общем смысле идея, замысел	концепция
1930	gram	NOUN	ok			грамм
1931	argument	NOUN	ok			аргумент
1933	truba	NOUN	ok			труба
1936	motati	VERB	ok			мотать
1939	katolik	NOUN	ok			католик
1940	ranac	NOUN	ok			ранец
1944	samoubojstvo	NOUN	ok			самоубийство
1946	prognoza	NOUN	ok			прогноз
1950	administracija	NOUN	ok			администрация
1951	aut	NOUN	gloss	выход (в спорте)	в спорте — момент, когда мяч выходит за пределы площадки	аут
1953	sponzor	NOUN	ok			фин. спонсор
1954	melodija	NOUN	ok			муз. мелодия
1955	džez	NOUN	ok			муз. джаз
1956	parazit	NOUN	ok			биол. паразит
1957	muva	NOUN	ok			зоол. муха
1960	lojalnost	NOUN	ok			лояльность
1963	režiser	NOUN	ok			режиссёр
1966	apoteka	NOUN	ok			аптека
1969	šeri	NOUN	trap	шерри	путается с испанским напитком, а не французским	херес
1970	vitamin	NOUN	ok			витамин (аналогично русскому слову)
1971	sastav	NOUN	gloss	состав; смесь	толкование неполное, не отражает основное значение	состав; соединение, стык
1973	špageti	NOUN	ok			кулин. спагетти
1975	arena	NOUN	ok			арена
1978	delta	NOUN	ok			дельта
1979	laser	NOUN	ok			лазер
1981	kompromis	NOUN	ok			компромисс
1982	rehabilitacija	NOUN	ok			реабилитация
1987	vodopad	NOUN	ok			водопад (аналогично русскому слову)
1988	dinamit	NOUN	ok			динамит
1990	nezavisnost	NOUN	ok			независимость
1994	asteroid	NOUN	ok			астрон. астероид
1996	predrasuda	NOUN	ok			предрассудок
1998	razbojnik	NOUN	gloss	разбойник; грабитель	толкование верно, но можно короче	разбойник, грабитель
2000	krokodil	NOUN	ok			зоол. крокодил (Crocodylus; аналог. русск. крокодил [1])
2001	nota	NOUN	ok			нота (аналогично русскому слову)
2002	vod	NOUN	gloss	взвод	военный термин, верно, но можно без пометы	воен. взвод
2006	biologija	NOUN	ok			биология
2011	konjica	NOUN	ok			воен. кавалерия, конница
2014	kud	ADV	drop_grammar	куда	вопросительное наречие, служебное слово	куда
2015	soda	NOUN	ok			хим. сода (аналогично русскому слову)
2016	sedlo	NOUN	ok			седло
2017	sova	NOUN	ok			сова
2018	hor	NOUN	ok			муз. хор (аналогично русскому слову)
2022	terorizam	NOUN	ok			терроризм
2028	fontana	NOUN	ok			фонтан
2030	bluza	NOUN	ok			блузка
2032	pešice	ADV	drop_grammar	пешком	наречие образа действия, служебное слово	пешком
2033	investitor	NOUN	ok			экон. инвестор
2035	maslac	NOUN	gloss	масло	толкование неполное, слово значит просто масло	сливочное масло
2037	korupcija	NOUN	ok			коррупция
2039	deveti	ADJ	ok			девятый
2041	suvenir	NOUN	ok			сувенир
2042	lider	NOUN	ok			лидер
2044	hormon	NOUN	ok			биол. гормон
2047	pasta	NOUN	gloss	макаронные изделия	толкование неточно, паста — макаронные изделия в целом	паста (аналог. русск. паста 1)
2048	imunitet	NOUN	ok			биол. иммунитет
2049	monah	NOUN	ok			монах (аналогично русскому слову)
2050	komarac	NOUN	ok			зоол. комар
2056	fenomen	NOUN	ok			феномен (аналогично русскому слову)
2060	kamin	NOUN	ok			камин
2063	tron	NOUN	ok			трон
2065	anomalija	NOUN	ok			аномалия
2068	sušiti	VERB	ok			сушить
2069	atomski	ADJ	ok			атомный
2070	bura	NOUN	ok			буря
2076	losos	NOUN	ok			зоол. лосось (salmo)
2077	pohvala	NOUN	ok			похвала (аналогично русскому слову)
2078	adrenalin	NOUN	ok			биохим. адреналин (аналогично русскому слову)
2079	kašalj	NOUN	ok			физиол. кашель
2082	arhiva	NOUN	ok			архив (собрание документов)
2086	koncentracija	NOUN	ok			концентрация, сосредоточение
2087	firer	NOUN	gloss	фюрер	толкование верно, но это исторический термин	фюрер
2088	grijeh	NOUN	ok			религ. грех
2089	pijanica	NOUN	ok			пьяница
2090	ugalj	NOUN	ok			уголь
2092	alergija	NOUN	ok			мед. аллергия
2093	samuraj	NOUN	ok			самурай
2094	sluh	NOUN	ok			слух (способность слышать)
2098	poredak	NOUN	ok			порядок
2099	identičan	ADJ	ok			идентичный
2102	mat	NOUN	drop_grammar	мать	местоимение или служебное слово в контексте	мать
2104	ribar	NOUN	ok			рыбак
2105	norveški	ADJ	ok			норвежский
2110	dekan	NOUN	ok			декан (руководитель факультета)
2111	šapa	NOUN	ok			лапа
2112	ragbi	NOUN	ok			спорт. регби
2113	knjižara	NOUN	ok			книжный магазин
2116	elektronski	ADJ	ok			электронный
2118	bezopasan	ADJ	drop_transparent		безопасный — тот же корень и значение	безопасный
2131	bara	NOUN	gloss	водоём, лужа	bara может быть и болотом, и лужей	лужа
2133	sedalo	NOUN	drop_transparent		седло — тот же корень и значение	седло
2134	intiman	ADJ	drop_transparent		интимный — тот же корень и значение	интимный
2135	kaša	NOUN	drop_transparent		каша — тот же корень и значение	кулин., гастрон. каша (кушанье); перен. каша (месиво, полужидкая масса)
2138	ara	NOUN	ok			орнитол. ара (аналогично русскому слову)
2140	šav	NOUN	drop_transparent		шов — тот же корень и значение	шов
2141	jogurt	NOUN	drop_transparent		йогурт — тот же корень и значение	йогурт
2142	rasprodaja	NOUN	drop_transparent		распродажа — тот же корень и значение	распродажа
2143	karate	NOUN	drop_transparent		каратэ — тот же корень и значение	каратэ
2144	protest	NOUN	drop_transparent		протест — тот же корень и значение	протест (аналогично русскому слову)
2150	nerv	NOUN	drop_transparent		нерв — тот же корень и значение	нерв (аналогично русскому слову)
2151	šiti	VERB	drop_transparent		шить — тот же корень и значение	шить
2152	lavirint	NOUN	drop_transparent		лабиринт — тот же корень и значение	лабиринт
2153	reaktor	NOUN	drop_transparent		реактор — тот же корень и значение	реактор
2154	jasmin	NOUN	drop_transparent		жасмин — тот же корень и значение	ботан. жасмин
2157	ambiciozan	ADJ	drop_transparent		амбициозный — тот же корень и значение	амбициозный
2158	epidemija	NOUN	drop_transparent		эпидемия — тот же корень и значение	мед. эпидемия
2160	orgazam	NOUN	drop_transparent		оргазм — тот же корень и значение	оргазм
2161	viljuška	NOUN	ok			вилка
2162	antena	NOUN	drop_transparent		антенна — тот же корень и значение	техн. антенна
2163	diskretan	ADJ	drop_transparent		дискретный — тот же корень и значение	матем. дискретный
2165	slama	NOUN	drop_transparent		солома — тот же корень и значение	солома
2167	loza	NOUN	drop_transparent		лоза — тот же корень и значение	лоза (аналогично русскому слову)
2170	milioner	NOUN	drop_transparent		миллионер — тот же корень и значение	миллионер
2171	izdavač	NOUN	drop_transparent		издатель — тот же корень и значение	издатель
2172	triput	ADV	ok			троекратно, трижды
2173	horizont	NOUN	drop_transparent		горизонт — тот же корень и значение	горизонт
2177	deseti	ADJ	drop_transparent		десятый — тот же корень и значение	десятый
2179	obred	NOUN	drop_transparent		обряд — тот же корень и значение	обряд
2180	mehanizam	NOUN	drop_transparent		механизм — тот же корень и значение	механизм
2182	ambar	NOUN	drop_transparent		амбар — тот же корень и значение	амбар (аналогично русскому слову)
2183	neznanje	NOUN	drop_transparent		незнание — тот же корень и значение	незнание
2185	plazma	NOUN	drop_transparent		плазма — тот же корень и значение	физ. плазма
2186	otpasti	VERB	ok			отпасть
2187	citat	NOUN	drop_transparent		цитата — тот же корень и значение	цитата
2188	kupola	NOUN	drop_transparent		купол — тот же корень и значение	архит. купол
2190	specijalnost	NOUN	drop_transparent		специальность — тот же корень и значение	специальность
2192	karavan	NOUN	drop_transparent		караван — тот же корень и значение	караван
2193	tango	NOUN	drop_transparent		танго — тот же корень и значение	танго
2194	postelja	NOUN	drop_transparent		постель — тот же корень и значение	постель, кровать
2196	agonija	NOUN	drop_transparent		агония — тот же корень и значение	агония
2200	puniti	VERB	ok			наполнять
2205	hodanje	NOUN	ok			ходьба
2206	server	NOUN	ok			техн. сервер (аналогично русскому слову)
2207	biografija	NOUN	drop_transparent		биография — тот же корень и значение	биография
2208	sitno	ADV	ok			чуть-чуть
2209	arhitekta	NOUN	drop_transparent		архитектор — тот же корень и значение	архитектор
2213	teleskop	NOUN	drop_transparent		телескоп — тот же корень и значение	телескоп
2214	pornografija	NOUN	drop_transparent		порнография — тот же корень и значение	порнография
2216	barmen	NOUN	drop_transparent		бармен — тот же корень и значение	бармен
2217	bokser	NOUN	drop_transparent		боксёр — тот же корень и значение	боксёр
2218	feniks	NOUN	drop_transparent		феникс — тот же корень и значение	мифол. феникс (аналогично русскому слову)
2219	osip	NOUN	ok			сыпь
2221	pristojnost	NOUN	drop_transparent		порядочность — тот же корень и значение	порядочность, пристойность
2222	metla	NOUN	drop_transparent		метла — тот же корень и значение	метла (аналогично русскому слову)
2223	legija	NOUN	drop_transparent		легион — тот же корень и значение	истор. легион
2228	muza	NOUN	drop_transparent		муза — тот же корень и значение	мифол. муза (аналогично русскому слову)
2231	elegantan	ADJ	drop_transparent		элегантный — тот же корень и значение	элегантный
2235	formalnost	NOUN	drop_transparent		формальность — тот же корень и значение	формальность
2237	fizičar	NOUN	drop_transparent		физик — тот же корень и значение	физик
2240	šnicla	NOUN	drop_transparent		шницель — тот же корень и значение	шницель
2248	autobuski	ADJ	drop_transparent		автобусный — тот же корень и значение	автобусный
2252	surov	ADJ	gloss	сырой	суров — в основном сырой, суровый — редко	сырой; суровый
2254	kompas	NOUN	drop_transparent		компас — тот же корень и значение	компас (аналогично русскому слову)
2257	metafora	NOUN	drop_transparent		метафора — тот же корень и значение	лингв. метафора
2260	skulptura	NOUN	drop_transparent		скульптура — тот же корень и значение	скульптура (вид искусства)
2263	kult	NOUN	drop_transparent		культ — тот же корень и значение	культ
2265	svinjetina	NOUN	drop_transparent		свинина — тот же корень и значение	свинина
2266	unija	NOUN	drop_transparent		уния — тот же корень и значение	уния, союз
2268	geto	NOUN	drop_transparent		гетто — тот же корень и значение	гетто
2270	imperator	NOUN	drop_transparent		император — тот же корень и значение	император (аналогично русскому слову)
2271	bataljon	NOUN	drop_transparent		батальон — тот же корень и значение	батальон
2273	harmonija	NOUN	drop_transparent		гармония — тот же корень и значение	гармония
2276	link	NOUN	trap	ссылка	link в английском — гиперссылка, в черногорском — то же	линк
2278	krčma	NOUN	drop_transparent		корчма — тот же корень и значение	корчма
2279	revolver	NOUN	drop_transparent		револьвер — тот же корень и значение	револьвер
2281	pena	NOUN	drop_transparent		пена — тот же корень и значение	пена (аналогично русскому слову)
2283	jon	NOUN	drop_transparent		ион — тот же корень и значение	хим. ион
2284	psiha	NOUN	drop_transparent		психика — тот же корень и значение	психика
2285	federacija	NOUN	ok			федерация
2288	kofein	NOUN	ok			кофеин
2290	svetao	ADJ	ok			светлый
2291	beton	NOUN	ok			бетон
2295	hod	NOUN	ok			ход (аналогично русскому слову)
2296	osa	NOUN	ok			оса
2298	ropstvo	NOUN	ok			рабство
2299	kiseo	ADJ	ok			кислый
2300	eho	NOUN	ok			эхо
2302	rasist	NOUN	ok			расист
2303	zakonski	ADV	drop_grammar	наречие образа действия	zakonski — наречие, не прилагательное	законный
2304	abortus	NOUN	ok			аборт
2306	meteor	NOUN	ok			астрон. метеор (аналогично русскому слову)
2308	teror	NOUN	ok			террор
2309	hirurgija	NOUN	ok			мед. хирургия
2310	karneval	NOUN	ok			карнавал
2312	antibiotik	NOUN	ok			биохим. антибиотик
2313	izmena	NOUN	gloss	измена, предательство	толкование неполное, основное значение — предательство	обмен, размен; смена, перемена
2314	kosmos	NOUN	ok			космос (аналогично русскому слову)
2317	režim	NOUN	ok			режим (аналогично русскому слову)
2321	savršenstvo	NOUN	ok			совершенство
2324	faraon	NOUN	ok			истор. фараон (аналогично русскому слову)
2325	jaguar	NOUN	ok			ягуар
2328	gust	ADJ	ok			густой; частый; плотный
2329	anketa	NOUN	ok			анкета
2330	karantin	NOUN	ok			мед. карантин
2332	provincija	NOUN	ok			провинция
2343	kojot	NOUN	ok			койот
2344	kontekst	NOUN	ok			контекст
2345	kvadrat	NOUN	ok			геометр. квадрат (аналогично русскому слову); матем. квадрат (аналогично русскому слову)
2348	pekara	NOUN	ok			пекарня
2351	kola	NOUN	ok			автомобиль, машина
2353	bor	NOUN	drop_name	топоним или имя	Бор — собственное имя (химический элемент назывался бы иначе)	Бор
2366	tragičan	ADJ	ok			трагический, трагичный
2367	iskra	NOUN	ok			искра
2374	bikini	NOUN	ok			бикини
2378	entuzijazam	NOUN	ok			энтузиазм
2380	akcenat	NOUN	ok			ударение, акцент
2382	katalog	NOUN	ok			каталог
2383	titan	NOUN	drop_transparent	титан	химический элемент, корень тот же, значение идентично	хим. титан
2384	izrasti	VERB	ok			вырасти
2387	artiljerija	NOUN	ok			артиллерия
2388	lava	NOUN	ok			лава
2391	prostitucija	NOUN	ok			проституция
2392	satana	NOUN	drop_name	собственное имя	Сатана — имя собственное, не нарицательное слово	сатана
2396	automat	NOUN	ok			автомат
2398	kečap	NOUN	ok			кетчуп
2400	mak	NOUN	ok			ботан. мак (аналогично русскому слову)
2403	vosak	NOUN	ok			воск
2409	burger	NOUN	ok			бургер
2410	rupija	NOUN	gloss	индийская валюта	рупия — денежная единица, толкование неточно	рупия
2414	diktator	NOUN	ok			истор. диктатор (аналогично русскому слову)
2415	vlaga	NOUN	ok			влага
2416	trans	NOUN	ok			транс
2417	koral	NOUN	ok			коралл
2418	gimnazija	NOUN	ok			гимназия
2419	papagaj	NOUN	ok			зоол. орнитол. попугай
2421	paranoja	NOUN	ok			психиатр. паранойя
2422	pastir	NOUN	ok			пастух
2428	otkuda	ADV	drop_transparent	откуда	наречие места, тот же корень и значение	откуда (аналогично русскому слову)
2429	etika	NOUN	ok			этика
2433	kristalan	ADJ	ok			кристаллический; кристальный, прозрачный
2434	magnet	NOUN	ok			физ. магнит
2435	minimum	NOUN	ok			минимум
2447	ideal	NOUN	ok			идеал (аналогично русскому слову)
2448	neizbežan	ADJ	ok			неизбежный, неминуемый
2449	kalorija	NOUN	ok			физ. калория
2453	detaljan	ADJ	ok			детальный, подробный
2456	stabilnost	NOUN	ok			стабильность
2462	sfera	NOUN	ok			сфера
2463	slavina	NOUN	gloss	водопроводный кран	славина — кран, но толкование слишком узко	кран
2464	gvozden	ADJ	drop_name	имя собственное	Гвозден — имя, не прилагательное	Гвозден
2467	arheolog	NOUN	ok			археолог (аналогично русскому слову)
2469	kvadratni	ADJ	ok			квадратный
2470	dilema	NOUN	ok			филос., матем. дилемма
2473	diverzija	NOUN	ok			воен. диверсия
2475	milosrđe	NOUN	ok			милосердие
2477	potajno	ADV	ok			тайно, скрыто, втайне
2481	izdaleka	ADV	ok			издалека
2484	prodavač	NOUN	ok			продавец
2486	mesti	VERB	gloss	мести, подметать	толкование неполное	мести
2489	aligator	NOUN	ok			аллигатор
2491	šampionat	NOUN	ok			чемпионат
2493	proliti	VERB	ok			пролить
2495	mumija	NOUN	ok			мумия
2497	dokumentacija	NOUN	ok			документация
2500	arapski	ADJ	gloss	арабский	"арапский" — устаревший вариант	арабский, арапский
2501	opština	NOUN	ok			община
2502	repa	NOUN	gloss	репа	свёкла — другое растение, не репа	ботан. репа (аналогично русскому слову); ботан. свёкла
2504	dramatično	ADV	ok			драматично
2505	mandat	NOUN	ok			мандат
2507	intuicija	NOUN	ok			интуиция
2508	popularnost	NOUN	ok			популярность
2509	arhitektura	NOUN	ok			архитектура
2510	anestezija	NOUN	ok			анестезия
2513	dinastija	NOUN	ok			истор. династия
2514	sauna	NOUN	ok			сауна
2518	transformacija	NOUN	ok			трансформация, преобразование; матем. преобразование
2519	opijum	NOUN	ok			опиум
2520	maksimalan	ADJ	ok			максимальный, наибольший
2522	peć	NOUN	ok			печь
2524	manevar	NOUN	ok			манёвр
2525	hibrid	NOUN	ok			биол. гибрид
2526	kupon	NOUN	ok			купон
2528	kulturan	ADJ	ok			культурный, относящийся к культуре
2532	superheroj	NOUN	ok			супергерой
2537	akt	NOUN	ok			акт, протокол; акт, действие
2540	kritikovati	VERB	ok			критиковать
2544	ribolov	NOUN	ok			рыбалка
2547	maraton	NOUN	ok			марафон
2548	adaptacija	NOUN	ok			адаптация, приспособление
2551	žarko	ADV	gloss	жарко	с заглавной буквы написано неправильно	Жарко
2557	šampon	NOUN	ok			шампунь
2561	konflikt	NOUN	ok			конфликт
2562	škorpion	NOUN	ok			зоол. скорпион
2564	vodonik	NOUN	ok			хим. водород
2566	lasica	NOUN	ok			ласка
2568	flora	NOUN	ok			флора (аналогично русскому слову)
2569	propoved	NOUN	ok			проповедь
2571	arija	NOUN	ok			ария
2575	širina	NOUN	ok			ширина (аналогично русскому слову)
2581	kliše	NOUN	ok			клише
2582	šljiva	NOUN	ok			слива
2584	sito	NOUN	ok			сито (аналогично русскому слову)
2586	amnezija	NOUN	ok			мед. амнезия
2587	paša	NOUN	drop_name	паша	историческое титульное имя, но в черногорском может быть нарицательным; проверить контекст	паша
2591	korpus	NOUN	ok			корпус (аналог. русск. корпус [4])
2594	nesposobnost	NOUN	ok			неспособность
2597	seksualnost	NOUN	ok			сексуальность
2598	rubin	NOUN	ok			рубин
2599	jedinstvo	NOUN	ok			единство
2600	orhideja	NOUN	ok			ботан. орхидея
2602	mehanika	NOUN	ok			физ. механика
2603	akcent	NOUN	ok			лингв. акцент (аналог. русск. акцент [1])
2610	nosorog	NOUN	ok			носорог (аналогично русскому слову)
2611	nedostupan	ADJ	ok			недоступный, недосягаемый
2615	ultrazvuk	NOUN	ok			физ. ультразвук
2616	ananas	NOUN	ok			ботан. ананас (растение) (Ananas); ананас (плод)
2617	fejsbuk	NOUN	drop_name	Фейсбук	название компании, собственное имя	Фейсбук
2619	biftek	NOUN	ok			бифштекс
2620	mučenik	NOUN	ok			мученик
2621	glina	NOUN	ok			# глина (аналогично русскому слову)
2622	kros	NOUN	ok			кросс
2627	kodeks	NOUN	ok			кодекс
2630	motivacija	NOUN	ok			мотивация
2631	mladež	NOUN	ok			молодёжь
2632	olimpijski	ADJ	ok			олимпийский
2635	psihijatrija	NOUN	ok			психиатрия
2636	mjuzikl	NOUN	ok			мюзикл
2637	mutacija	NOUN	ok			генет. мутация
2639	meduza	NOUN	ok			медуза (аналогично русскому слову)
2640	milijarder	NOUN	ok			миллиардер (обладатель миллиардного состояния)
2641	gorak	ADJ	ok			горький
2644	juta	NOUN	drop_name	Юта	штат США, топоним	юта
2647	orden	NOUN	ok			орден (знак отличия)
2648	hektar	NOUN	ok			гектар
2649	astma	NOUN	ok			мед. астма
2654	mutant	NOUN	ok			мутант (аналогично русскому слову)
2655	dobrica	NOUN	drop_name	Добрица	личное имя, фамилия	Добрица
2656	tradicionalno	ADV	ok			традиционно
2657	komunizam	NOUN	ok			полит. коммунизм
2658	jednorog	NOUN	ok			единорог
2660	vrana	NOUN	ok			зоол. ворона (Corvus)
2661	manga	NOUN	ok			манга
2666	studentkinja	NOUN	ok			студентка
2667	silan	ADJ	ok			сильный
2670	mikroskop	NOUN	ok			микроскоп
2671	starenje	NOUN	ok			старение
2674	komičar	NOUN	ok			комик
2676	slina	NOUN	ok			физиол. слюна
2681	slogan	NOUN	ok			слоган, лозунг, девиз
2682	paralizovati	ADJ	gloss	paralizovati (глагол)	часть речи неверна: это глагол, не прилагательное	парализовать
2683	intimnost	NOUN	ok			интимность
2684	ginekolog	NOUN	ok			мед. гинеколог (аналогично русскому слову)
2686	bluz	NOUN	ok			муз. блюз
2688	orgija	NOUN	ok			оргия
2689	biopsija	NOUN	ok			мед. биопсия
2691	arhiv	NOUN	ok			архив
2694	srbija	NOUN	ok			Сербия
2695	cvijet	NOUN	ok			цветок
2696	milimetar	NOUN	ok			миллиметр
2697	salama	NOUN	ok			салями
2699	akumulator	NOUN	ok			аккумулятор
2701	traktor	NOUN	ok			трактор
2702	os	NOUN	ok			ось
2703	sarkazam	NOUN	ok			сарказм
2704	molekul	NOUN	ok			хим. молекула
2706	skelet	NOUN	ok			скелет (аналогично русскому слову)
2707	hrišćanstvo	NOUN	ok			христианство
2708	skromnost	NOUN	ok			непритязательность, скромность
2709	sekta	NOUN	ok			секта (аналогично русскому слову)
2713	maćeha	NOUN	ok			мачеха, приёмная мать
2716	šimpanza	NOUN	ok			зоол. шимпанзе
2718	egipatski	ADJ	ok			египетский
2722	ekstaza	NOUN	ok			экстаз
2723	deva	NOUN	ok			дева (аналогично русскому слову)
2724	cement	NOUN	ok			цемент
2726	anatomija	NOUN	ok			анатомия
2733	očevidac	NOUN	ok			очевидец
2735	jevanđelje	NOUN	ok			евангелие
2738	zebra	NOUN	ok			зебра (аналогично русскому слову)
2740	opozvati	VERB	ok			отозваться (на зов); отозвать, отменить (приказ, решение)
2741	ikona	NOUN	ok			религ., церк. икона
2745	pšenica	NOUN	ok			ботан. пшеница (аналогично русскому слову)
2747	litar	NOUN	ok			литр
2748	vanila	NOUN	ok			ваниль
2749	ugljenik	NOUN	ok			хим. углерод
2751	šablon	NOUN	ok			шаблон (аналогично русскому слову)
2752	modul	NOUN	ok			модуль
2755	kura	NOUN	gloss	курица	толкование неполное, нужен перевод	кура
2756	metan	NOUN	ok			хим. метан
2757	agresija	NOUN	ok			агрессия
2760	kapljica	NOUN	ok			капля
2761	savetovanje	NOUN	ok			советование, консультирование, дача советов; совещание, обсуждение, консультация, симпозиум
2763	čar	NOUN	ok			очарование, шарм; чары
2764	klasik	NOUN	ok			классик
2765	kvota	NOUN	ok			квота
